country,city,aqi,aqi_category,co,co_aqi_category,o3,ozone_aqi_category,no2,no2_aqi_category,pm25,pm2.5_aqi_category,lat,lon
Sri Lanka,Monaragala,46,Good,1,Good,32,Good,0,Good,46,Good,6.8726,81.3373
Spain,Mieres,46,Good,1,Good,26,Good,4,Good,46,Good,43.2508,-5.7767
United States of America,Leander,46,Good,1,Good,21,Good,2,Good,46,Good,30.5728,-97.8618
Republic of North Macedonia,Vinica,46,Good,1,Good,41,Good,0,Good,46,Good,41.8828,22.5092
United Kingdom of Great Britain and Northern Ireland,Liverpool,46,Good,1,Good,27,Good,4,Good,46,Good,53.4075,-2.9919
United States of America,Westwego,46,Good,1,Good,24,Good,3,Good,46,Good,29.9058,-90.1434
Russian Federation,Cherlak,46,Good,1,Good,30,Good,0,Good,46,Good,54.1605,74.82
Russian Federation,Kamenka,46,Good,1,Good,39,Good,0,Good,46,Good,53.1833,44.05
Belgium,Beringen,46,Good,1,Good,26,Good,5,Good,46,Good,51.0333,5.2167
United States of America,Bessemer,46,Good,1,Good,28,Good,7,Good,46,Good,33.3712,-86.9728
France,Agen,46,Good,1,Good,37,Good,1,Good,46,Good,44.2049,0.6212
United States of America,Foxborough,46,Good,1,Good,38,Good,2,Good,46,Good,42.0627,-71.2461
United States of America,New Brighton,46,Good,1,Good,32,Good,9,Good,46,Good,45.0658,-93.206
United States of America,New Brighton,46,Good,1,Good,32,Good,9,Good,46,Good,53.432,-3.049
United States of America,Las Vegas,46,Good,1,Good,20,Good,4,Good,46,Good,36.2333,-115.2654
Japan,Settsu,46,Good,1,Good,46,Good,0,Good,23,Good,34.7772,135.5622
United States of America,Cincinnati,46,Good,1,Good,46,Good,1,Good,39,Good,39.1413,-84.506
Romania,Vulcan,46,Good,1,Good,46,Good,0,Good,39,Good,45.3811,23.2914
Canada,Canmore,46,Good,1,Good,23,Good,1,Good,46,Good,51.089,-115.359
United States of America,Las Vegas,46,Good,1,Good,20,Good,4,Good,46,Good,35.6011,-105.2206
United States of America,Parker,46,Good,1,Good,39,Good,1,Good,46,Good,34.8513,-82.4512
United Republic of Tanzania,Musoma,46,Good,1,Good,19,Good,0,Good,46,Good,-1.5,33.8
Brazil,Coari,46,Good,1,Good,2,Good,0,Good,46,Good,-4.085,-63.1408
United States of America,Okemos,46,Good,1,Good,30,Good,5,Good,46,Good,42.7057,-84.4135
United States of America,Cypress Lake,46,Good,1,Good,25,Good,5,Good,46,Good,26.5392,-81.8999
Russian Federation,Petrov Val,46,Good,1,Good,46,Good,0,Good,15,Good,50.15,45.2167
United States of America,Harker Heights,46,Good,1,Good,21,Good,2,Good,46,Good,31.0572,-97.6446
Russian Federation,Sokol,46,Good,1,Good,29,Good,1,Good,46,Good,59.4667,40.1167
Germany,Friedland,46,Good,1,Good,28,Good,2,Good,46,Good,51.4167,9.9333
Canada,Leduc,46,Good,1,Good,24,Good,4,Good,46,Good,53.2594,-113.5492
United States of America,El Cerrito,46,Good,1,Good,33,Good,4,Good,46,Good,3.6667,-76.1667
United States of America,El Cerrito,46,Good,1,Good,33,Good,4,Good,46,Good,37.9196,-122.3025
United States of America,Susanville,46,Good,1,Good,26,Good,2,Good,46,Good,40.4206,-120.6132
Norway,Halden,46,Good,1,Good,46,Good,1,Good,22,Good,59.1264,11.4828
Japan,Uenohara,46,Good,1,Good,46,Good,1,Good,30,Good,35.6302,139.1113
Belgium,Tongeren,46,Good,1,Good,24,Good,4,Good,46,Good,50.7794,5.4631
Mexico,Nuevo Casas Grandes,46,Good,1,Good,17,Good,2,Good,46,Good,30.4167,-107.9167
United States of America,Northview,46,Good,1,Good,31,Good,0,Good,46,Good,43.0427,-85.6016
United States of America,West Fargo,46,Good,1,Good,33,Good,3,Good,46,Good,46.8573,-96.9057
Russian Federation,Nizhnevartovsk,46,Good,1,Good,32,Good,0,Good,46,Good,60.95,76.6
Russian Federation,Novorossiysk,46,Good,1,Good,38,Good,1,Good,46,Good,44.7167,37.75
Netherlands,Lochem,46,Good,1,Good,20,Good,7,Good,46,Good,52.1615,6.4152
Philippines,Bagabag,46,Good,1,Good,24,Good,0,Good,46,Good,16.6044,121.2521
Germany,Hirschaid,46,Good,1,Good,34,Good,2,Good,46,Good,49.8167,10.9833
France,Mouvaux,46,Good,1,Good,36,Good,2,Good,46,Good,50.7033,3.1406
United States of America,Oconomowoc,46,Good,1,Good,27,Good,5,Good,46,Good,43.0996,-88.4948
Germany,Melsungen,46,Good,1,Good,26,Good,3,Good,46,Good,51.1333,9.55
,Mersin,46,Good,1,Good,38,Good,0,Good,46,Good,36.8,34.6333
Turkey,Malkara,46,Good,1,Good,46,Good,0,Good,39,Good,40.8933,26.9042
Italy,Montegranaro,46,Good,1,Good,46,Good,1,Good,37,Good,43.2333,13.6333
United States of America,Onalaska,46,Good,1,Good,46,Good,1,Good,33,Good,43.8883,-91.2075
United States of America,Vidalia,46,Good,1,Good,32,Good,2,Good,46,Good,32.2125,-82.4019
Germany,Witzenhausen,46,Good,1,Good,27,Good,3,Good,46,Good,51.3422,9.8578
Philippines,Cabagan,46,Good,1,Good,37,Good,0,Good,46,Good,17.4333,121.7667
Russian Federation,Zverevo,46,Good,1,Good,46,Good,0,Good,24,Good,48.02,40.12
United States of America,Shoreview,46,Good,1,Good,32,Good,8,Good,46,Good,45.0842,-93.1358
United States of America,Tewksbury,46,Good,1,Good,46,Good,2,Good,39,Good,42.612,-71.2278
United States of America,Marshalltown,46,Good,1,Good,23,Good,8,Good,46,Good,42.0343,-92.9068
Finland,Hollola,46,Good,1,Good,46,Good,2,Good,38,Good,60.9886,25.5128
United States of America,Berkeley,46,Good,1,Good,33,Good,3,Good,46,Good,39.9156,-74.1923
Belgium,Zoersel,46,Good,1,Good,28,Good,6,Good,46,Good,51.2667,4.7
Mexico,Venustiano Carranza,46,Good,1,Good,29,Good,0,Good,46,Good,16.3,-92.6
Japan,Fukuroi,46,Good,1,Good,46,Good,0,Good,17,Good,34.7502,137.9247
United States of America,Cheyenne,46,Good,1,Good,30,Good,3,Good,46,Good,41.135,-104.7902
Belgium,Turnhout,46,Good,1,Good,39,Good,1,Good,46,Good,51.3167,4.95
United States of America,Berkeley,46,Good,1,Good,33,Good,3,Good,46,Good,37.8722,-122.276
United States of America,Westborough,46,Good,1,Good,46,Good,2,Good,42,Good,42.2681,-71.614
France,Cergy,46,Good,1,Good,19,Good,4,Good,46,Good,49.0361,2.0631
Brazil,Areal,46,Good,1,Good,22,Good,1,Good,46,Good,-22.2308,-43.1058
United States of America,Pelham,46,Good,1,Good,46,Good,2,Good,31,Good,40.9,-73.8063
France,Comines,46,Good,1,Good,30,Good,3,Good,46,Good,50.7611,3.0078
Mali,Koutiala,46,Good,1,Good,14,Good,0,Good,46,Good,12.3833,-5.4667
Malaysia,Kuching,46,Good,1,Good,16,Good,0,Good,46,Good,1.5575,110.3439
Japan,Tarui,46,Good,1,Good,44,Good,3,Good,46,Good,35.3663,136.5379
Russian Federation,Tobolsk,46,Good,1,Good,31,Good,0,Good,46,Good,58.1953,68.2581
United Kingdom of Great Britain and Northern Ireland,Frome,46,Good,1,Good,21,Good,4,Good,46,Good,51.2279,-2.3215
United States of America,Mount Clemens,46,Good,1,Good,31,Good,7,Good,46,Good,42.5977,-82.8821
France,Cavaillon,46,Good,1,Good,29,Good,2,Good,46,Good,43.8375,5.0381
France,Cavaillon,46,Good,1,Good,29,Good,2,Good,46,Good,18.3,-73.65
Bulgaria,Plovdiv,46,Good,1,Good,41,Good,1,Good,46,Good,42.15,24.75
United States of America,National City,46,Good,1,Good,36,Good,5,Good,46,Good,32.6654,-117.0983
Lithuania,Garliava,46,Good,1,Good,33,Good,0,Good,46,Good,54.8167,23.8667
United States of America,Mason,46,Good,1,Good,46,Good,1,Good,41,Good,39.3571,-84.3023
United States of America,Willmar,46,Good,1,Good,33,Good,3,Good,46,Good,45.1216,-95.0569
United States of America,Hershey,46,Good,1,Good,46,Good,1,Good,37,Good,40.2806,-76.6458
Russian Federation,Stroitel,46,Good,1,Good,38,Good,0,Good,46,Good,50.7833,36.4833
United Kingdom of Great Britain and Northern Ireland,Redcar,46,Good,1,Good,38,Good,0,Good,46,Good,54.618,-1.069
Ukraine,Poltava,46,Good,1,Good,44,Good,0,Good,46,Good,49.5894,34.5514
Germany,Winterberg,46,Good,1,Good,27,Good,2,Good,46,Good,51.2,8.5167
United States of America,Pelham,46,Good,1,Good,46,Good,2,Good,31,Good,42.7335,-71.324
United States of America,Pelham,46,Good,1,Good,46,Good,2,Good,31,Good,43.0333,-79.3333
United States of America,Pelham,46,Good,1,Good,46,Good,2,Good,31,Good,33.3114,-86.7573
Japan,Takatsuki,46,Good,1,Good,46,Good,0,Good,23,Good,34.85,135.6167
United States of America,Rancho Mirage,46,Good,1,Good,36,Good,3,Good,46,Good,33.7635,-116.4271
France,Cognac,46,Good,1,Good,25,Good,2,Good,46,Good,45.6958,-0.3292
Italy,Montesilvano,46,Good,1,Good,46,Good,1,Good,38,Good,42.5142,14.1494
United States of America,Villas,46,Good,1,Good,25,Good,5,Good,46,Good,39.0157,-74.935
United States of America,Villas,46,Good,1,Good,25,Good,5,Good,46,Good,26.5504,-81.8678
Russian Federation,Morozovsk,46,Good,1,Good,40,Good,0,Good,46,Good,48.3667,41.8333
France,Rixheim,46,Good,1,Good,23,Good,2,Good,46,Good,47.7486,7.4044
,Sestri Levante,46,Good,1,Good,46,Good,2,Good,38,Good,44.2733,9.3932
Brazil,Navegantes,46,Good,1,Good,20,Good,1,Good,46,Good,-26.8989,-48.6539
Italy,Montalto Uffugo,46,Good,1,Good,46,Good,0,Good,16,Good,39.4,16.15
United States of America,Lutz,46,Good,1,Good,27,Good,12,Good,46,Good,28.1396,-82.4467
Italy,Policoro,46,Good,1,Good,46,Good,0,Good,14,Good,40.2,16.6667
Japan,Sasebo,46,Good,1,Good,46,Good,0,Good,35,Good,33.18,129.715
Russian Federation,Sarapul,46,Good,1,Good,24,Good,2,Good,46,Good,56.4667,53.8
Turkey,Develi,46,Good,1,Good,29,Good,0,Good,46,Good,38.3886,35.4925
Belgium,Nazareth,46,Good,1,Good,37,Good,1,Good,46,Good,8.5562,77.971
Belgium,Nazareth,46,Good,1,Good,37,Good,1,Good,46,Good,32.7019,35.3033
United States of America,Woodbridge,46,Good,1,Good,29,Good,9,Good,46,Good,41.3566,-73.0102
United States of America,Woodbridge,46,Good,1,Good,29,Good,9,Good,46,Good,38.6409,-77.258
United States of America,Woodbridge,46,Good,1,Good,29,Good,9,Good,46,Good,40.5611,-74.2943
Japan,Hikone,46,Good,1,Good,46,Good,0,Good,23,Good,35.2667,136.2667
Japan,Katano,46,Good,1,Good,46,Good,0,Good,24,Good,34.7833,135.6833
Italy,Cavallino,46,Good,1,Good,46,Good,0,Good,44,Good,40.3167,18.2
Germany,Landau,46,Good,1,Good,41,Good,2,Good,46,Good,49.2,8.1167
United States of America,Perry Hall,46,Good,1,Good,44,Good,2,Good,46,Good,39.4068,-76.478
Germany,Lappersdorf,46,Good,1,Good,26,Good,3,Good,46,Good,49.0525,12.0903
South Africa,Lydenburg,46,Good,1,Good,18,Good,1,Good,46,Good,-25.096,30.446
Canada,Smiths Falls,46,Good,1,Good,15,Good,6,Good,46,Good,44.9,-76.0167
Germany,Engen,46,Good,1,Good,25,Good,2,Good,46,Good,47.8528,8.7714
Guinea,Beyla,46,Good,1,Good,17,Good,0,Good,46,Good,8.6833,-8.6333
United States of America,Virginia Beach,46,Good,1,Good,46,Good,2,Good,26,Good,36.7335,-76.0435
Japan,Itako,46,Good,1,Good,46,Good,1,Good,45,Good,35.9471,140.5554
United States of America,Forestville,46,Good,1,Good,30,Good,9,Good,46,Good,39.0711,-84.3389
United States of America,Forestville,46,Good,1,Good,30,Good,9,Good,46,Good,38.8518,-76.8708
,Matinhos,46,Good,1,Good,6,Good,3,Good,46,Good,-25.8178,-48.5428
France,Libourne,46,Good,1,Good,26,Good,2,Good,46,Good,44.92,-0.24
Germany,Bochum,46,Good,1,Good,30,Good,2,Good,46,Good,51.4819,7.2158
Costa Rica,San Antonio,46,Good,1,Good,26,Good,0,Good,46,Good,29.4632,-98.5238
United States of America,Topsham,46,Good,1,Good,21,Good,6,Good,46,Good,43.9614,-69.9587
United States of America,Lawrenceville,46,Good,1,Good,46,Good,4,Good,37,Good,33.9523,-83.9932
Belgium,Lummen,46,Good,1,Good,30,Good,3,Good,46,Good,50.9833,5.2
Dominican Republic,Pedernales,46,Good,1,Good,17,Good,2,Good,46,Good,0.07,-80.055
Dominican Republic,Pedernales,46,Good,1,Good,17,Good,2,Good,46,Good,18.0333,-71.75
China,Yilan,46,Good,1,Good,46,Good,0,Good,46,Good,24.75,121.75
Turkey,Mut,46,Good,1,Good,46,Good,0,Good,34,Good,36.6333,33.4333
France,Roubaix,46,Good,1,Good,38,Good,1,Good,46,Good,50.6901,3.1817
Brazil,Porto Franco,46,Good,1,Good,5,Good,1,Good,46,Good,-6.3378,-47.3989
United States of America,Front Royal,46,Good,1,Good,37,Good,2,Good,46,Good,38.926,-78.1838
Denmark,Aalborg,46,Good,1,Good,46,Good,0,Good,12,Good,57.05,9.9167
United States of America,Desert Hot Springs,46,Good,1,Good,32,Good,4,Good,46,Good,33.955,-116.5429
Japan,Saga,46,Good,1,Good,46,Good,3,Good,34,Good,33.2667,130.3
Italy,Fiume Veneto,46,Good,1,Good,46,Good,1,Good,37,Good,45.9333,12.7333
United States of America,Waycross,46,Good,1,Good,26,Good,2,Good,46,Good,31.2108,-82.3579
Costa Rica,San Antonio,46,Good,1,Good,26,Good,0,Good,46,Good,12.414,124.279
Costa Rica,San Antonio,46,Good,1,Good,26,Good,0,Good,46,Good,10.0,-74.6667
Costa Rica,San Antonio,46,Good,1,Good,26,Good,0,Good,46,Good,3.9167,-75.5
Costa Rica,San Antonio,46,Good,1,Good,26,Good,0,Good,46,Good,13.9,121.3
Costa Rica,San Antonio,46,Good,1,Good,26,Good,0,Good,46,Good,14.9486,120.0864
Costa Rica,San Antonio,46,Good,1,Good,26,Good,0,Good,46,Good,15.3078,120.8533
Costa Rica,San Antonio,46,Good,1,Good,26,Good,0,Good,46,Good,-33.5933,-71.6217
Costa Rica,San Antonio,46,Good,1,Good,26,Good,0,Good,46,Good,9.9781,-84.1879
Costa Rica,San Antonio,46,Good,1,Good,26,Good,0,Good,46,Good,-25.3797,-57.6097
Costa Rica,San Antonio,46,Good,1,Good,26,Good,0,Good,46,Good,14.4656,121.0311
Guatemala,Joyabaj,46,Good,1,Good,24,Good,0,Good,46,Good,14.995,-90.8075
Germany,Bitterfeld,46,Good,1,Good,46,Good,0,Good,44,Good,51.6167,12.3167
France,Annoeullin,46,Good,1,Good,25,Good,5,Good,46,Good,50.5294,2.9328
United States of America,Rochester,46,Good,1,Good,21,Good,6,Good,46,Good,42.6866,-83.1198
United States of America,Rochester,46,Good,1,Good,21,Good,6,Good,46,Good,43.299,-70.9787
United States of America,Rochester,46,Good,1,Good,21,Good,6,Good,46,Good,51.375,0.5
United States of America,Rochester,46,Good,1,Good,21,Good,6,Good,46,Good,44.0154,-92.478
United States of America,Rochester,46,Good,1,Good,21,Good,6,Good,46,Good,43.168,-77.6162
Uruguay,Carmelo,46,Good,1,Good,9,Good,6,Good,46,Good,-34.0,-58.2833
Ecuador,Atuntaqui,46,Good,1,Good,6,Good,2,Good,46,Good,0.3317,-78.2189
United States of America,Colonial Heights,46,Good,1,Good,46,Good,1,Good,46,Good,37.265,-77.3969
Thailand,Ubon Ratchathani,46,Good,1,Good,26,Good,0,Good,46,Good,15.2281,104.8594
United Kingdom of Great Britain and Northern Ireland,Bebington,46,Good,1,Good,27,Good,4,Good,46,Good,53.35,-3.003
China,Qujing,46,Good,1,Good,23,Good,2,Good,46,Good,25.5102,103.8029
Kazakhstan,Qostanay,46,Good,1,Good,37,Good,0,Good,46,Good,53.2,63.62
Italy,Camponogara,46,Good,1,Good,31,Good,4,Good,46,Good,45.3833,12.0667
Japan,Oyama,46,Good,1,Good,46,Good,0,Good,23,Good,35.3601,138.9873
Japan,Oyama,46,Good,1,Good,46,Good,0,Good,23,Good,36.3146,139.8002
Belgium,Overijse,46,Good,1,Good,26,Good,4,Good,46,Good,50.7833,4.5333
Italy,Tarquinia,46,Good,1,Good,46,Good,1,Good,29,Good,42.2492,11.7561
Ethiopia,Dodola,46,Good,1,Good,18,Good,0,Good,46,Good,6.9833,39.1833
Iran (Islamic Republic of),Alvand,46,Good,1,Good,46,Good,0,Good,30,Good,36.1892,50.0642
United States of America,Delano,46,Good,1,Good,24,Good,3,Good,46,Good,35.7662,-119.2635
Brazil,Pirapora,46,Good,1,Good,2,Good,3,Good,46,Good,-17.3478,-44.9436
Japan,Fukuchiyama,46,Good,1,Good,46,Good,0,Good,36,Good,35.3,135.1333
Germany,Bad Wildbad,46,Good,1,Good,33,Good,4,Good,46,Good,48.7503,8.5506
United States of America,Longview,46,Good,1,Good,37,Good,4,Good,46,Good,46.1461,-122.963
United States of America,Longview,46,Good,1,Good,37,Good,4,Good,46,Good,32.5193,-94.7622
Germany,Eisenberg,46,Good,1,Good,26,Good,3,Good,46,Good,49.5614,8.0725
Germany,Eisenberg,46,Good,1,Good,26,Good,3,Good,46,Good,50.9667,11.9
Mexico,Chichihualco,46,Good,1,Good,11,Good,3,Good,46,Good,17.655,-99.674
Turkey,Osmaniye,46,Good,1,Good,39,Good,0,Good,46,Good,37.075,36.25
Cuba,Guane,46,Good,1,Good,29,Good,0,Good,46,Good,22.2006,-84.0839
Russian Federation,Mendeleyevsk,46,Good,1,Good,28,Good,1,Good,46,Good,55.9,52.3333
Italy,Artena,46,Good,1,Good,46,Good,1,Good,21,Good,41.7333,12.9167
United States of America,Bellefontaine,46,Good,1,Good,38,Good,1,Good,46,Good,40.3627,-83.763
United States of America,Waltham,46,Good,1,Good,30,Good,7,Good,46,Good,42.3889,-71.2423
Poland,Pabianice,46,Good,1,Good,41,Good,1,Good,46,Good,51.65,19.3833
Russian Federation,Dugulubgey,46,Good,1,Good,44,Good,1,Good,46,Good,43.65,43.55
Mozambique,Chibuto,46,Good,1,Good,19,Good,0,Good,46,Good,-24.6833,33.5333
France,Lanester,46,Good,1,Good,23,Good,3,Good,46,Good,47.7647,-3.3422
Spain,Manacor,46,Good,1,Good,46,Good,0,Good,33,Good,39.57,3.2089
Thailand,Amnat Charoen,46,Good,1,Good,27,Good,0,Good,46,Good,15.85,104.6333
China,Yuli,46,Good,1,Good,21,Good,4,Good,46,Good,23.3875,121.3764
China,Yuli,46,Good,1,Good,21,Good,4,Good,46,Good,41.3351,86.2614
United States of America,Chelsea,46,Good,1,Good,29,Good,8,Good,46,Good,33.3262,-86.63
United States of America,Chelsea,46,Good,1,Good,29,Good,8,Good,46,Good,42.3959,-71.0325
France,Tourcoing,46,Good,1,Good,36,Good,2,Good,46,Good,50.7239,3.1612
Spain,Olot,46,Good,1,Good,46,Good,0,Good,30,Good,42.1822,2.489
United States of America,Williston,46,Good,1,Good,28,Good,1,Good,46,Good,44.4345,-73.0888
United States of America,Williston,46,Good,1,Good,28,Good,1,Good,46,Good,48.1814,-103.6364
Brazil,Teodoro Sampaio,46,Good,1,Good,9,Good,1,Good,46,Good,-22.5328,-52.1678
United States of America,Dayton,45,Good,1,Good,32,Good,7,Good,45,Good,30.0315,-94.9158
United States of America,Whitehall,45,Good,1,Good,31,Good,7,Good,45,Good,40.6571,-75.5046
United States of America,Whitehall,45,Good,1,Good,31,Good,7,Good,45,Good,39.9682,-82.8833
Germany,Friedrichsthal,45,Good,1,Good,33,Good,3,Good,45,Good,49.3256,7.0961
Niger,Gaya,45,Good,1,Good,24,Good,0,Good,45,Good,24.75,85.01
Niger,Gaya,45,Good,1,Good,24,Good,0,Good,45,Good,11.8878,3.4467
Philippines,Roxas,45,Good,1,Good,27,Good,0,Good,45,Good,10.3197,119.3408
,Tadotsu,45,Good,1,Good,45,Good,1,Good,26,Good,34.2729,133.7586
Romania,Hunedoara,45,Good,1,Good,45,Good,0,Good,41,Good,45.7697,22.9203
Italy,Trepuzzi,45,Good,1,Good,45,Good,1,Good,32,Good,40.4,18.0667
France,Tarascon,45,Good,1,Good,32,Good,3,Good,45,Good,43.805,4.6594
Brazil,Lagoa Santa,45,Good,1,Good,22,Good,0,Good,45,Good,-19.6269,-43.89
Lao People's Democratic Republic,Vientiane,45,Good,1,Good,26,Good,0,Good,45,Good,17.9667,102.6
Brazil,Campanha,45,Good,1,Good,21,Good,1,Good,45,Good,-21.8389,-45.3997
United States of America,Scituate,45,Good,1,Good,35,Good,5,Good,45,Good,42.1992,-70.759
Russian Federation,Khvalynsk,45,Good,1,Good,38,Good,0,Good,45,Good,52.4833,48.1
United States of America,Truckee,45,Good,1,Good,16,Good,6,Good,45,Good,39.3455,-120.1848
United States of America,Needham,45,Good,1,Good,41,Good,1,Good,45,Good,42.2814,-71.2411
Philippines,Abuyog,45,Good,1,Good,21,Good,0,Good,45,Good,10.7458,125.0122
Brazil,Brusque,45,Good,1,Good,21,Good,1,Good,45,Good,-27.0949,-48.9148
Japan,Katsuura,45,Good,1,Good,45,Good,1,Good,41,Good,35.15,140.3167
Peru,Sullana,45,Good,1,Good,17,Good,1,Good,45,Good,-4.9,-80.6833
Denmark,Aabenraa,45,Good,1,Good,38,Good,2,Good,45,Good,55.0444,9.4181
United States of America,Grand Forks,45,Good,1,Good,31,Good,0,Good,45,Good,47.9214,-97.0884
United States of America,Hyattsville,45,Good,1,Good,43,Good,3,Good,45,Good,38.9613,-76.9548
Brazil,Nova Era,45,Good,1,Good,11,Good,2,Good,45,Good,-19.7606,-43.0289
United States of America,New Ulm,45,Good,1,Good,42,Good,1,Good,45,Good,44.312,-94.4685
Russian Federation,Sochi,45,Good,1,Good,45,Good,0,Good,23,Good,43.5853,39.7203
United States of America,Bossier City,45,Good,1,Good,45,Good,1,Good,43,Good,32.5224,-93.6668
Gabon,Bitam,45,Good,1,Good,22,Good,0,Good,45,Good,2.0833,11.4833
Germany,Rendsburg,45,Good,1,Good,45,Good,0,Good,22,Good,54.3,9.6667
United States of America,Drexel Hill,45,Good,1,Good,42,Good,2,Good,45,Good,39.9495,-75.3038
Russian Federation,Neftegorsk,45,Good,1,Good,45,Good,0,Good,10,Good,52.8,51.1667
Spain,Igualada,45,Good,1,Good,33,Good,2,Good,45,Good,41.5814,1.6208
United States of America,Trotwood,45,Good,1,Good,32,Good,7,Good,45,Good,39.7926,-84.3165
,Winthrop,45,Good,1,Good,40,Good,1,Good,45,Good,42.3761,-70.9846
Italy,Sorso,45,Good,1,Good,23,Good,5,Good,45,Good,40.7983,8.5772
Canada,Chilliwack,45,Good,1,Good,18,Good,8,Good,45,Good,49.1577,-121.9509
Turkey,Keskin,45,Good,1,Good,45,Good,0,Good,31,Good,39.6731,33.6136
Thailand,Pak Chong,45,Good,1,Good,26,Good,0,Good,45,Good,14.6796,101.3976
Italy,Casamassima,45,Good,1,Good,45,Good,2,Good,29,Good,40.95,16.9167
Venezuela (Bolivarian Republic of),Acarigua,45,Good,1,Good,19,Good,0,Good,45,Good,9.5597,-69.2019
Japan,Hasuda,45,Good,1,Good,44,Good,4,Good,45,Good,35.9945,139.6624
Italy,Castiglion Fiorentino,45,Good,1,Good,36,Good,3,Good,45,Good,43.3439,11.9189
United States of America,Peabody,45,Good,1,Good,38,Good,1,Good,45,Good,42.5335,-70.9725
United States of America,Ogdensburg,45,Good,1,Good,18,Good,5,Good,45,Good,44.7088,-75.4717
Brazil,Dois Vizinhos,45,Good,1,Good,4,Good,3,Good,45,Good,-25.75,-53.0569
Germany,Hohen Neuendorf,45,Good,1,Good,45,Good,0,Good,26,Good,52.6667,13.2833
Ghana,Ho,45,Good,1,Good,26,Good,0,Good,45,Good,6.6119,0.4703
Armenia,Sisian,45,Good,1,Good,37,Good,0,Good,45,Good,39.5208,46.0322
Italy,Adelfia,45,Good,1,Good,45,Good,1,Good,20,Good,41.0,16.8667
United States of America,Beavercreek,45,Good,1,Good,33,Good,7,Good,45,Good,39.731,-84.0624
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good,37.1943,-93.2916
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good,42.1155,-72.5395
United States of America,West Sacramento,45,Good,1,Good,29,Good,5,Good,45,Good,38.5557,-121.5505
Russian Federation,Vuktyl,45,Good,1,Good,31,Good,0,Good,45,Good,63.7,57.3167
Russian Federation,Megion,45,Good,1,Good,27,Good,0,Good,45,Good,61.05,76.1
United States of America,Blue Ash,45,Good,1,Good,31,Good,9,Good,45,Good,39.248,-84.3827
Mexico,Uriangato,45,Good,1,Good,25,Good,2,Good,45,Good,20.1333,-101.1667
Germany,Buxtehude,45,Good,1,Good,45,Good,0,Good,24,Good,53.4769,9.7011
Russian Federation,Staryy Oskol,45,Good,1,Good,31,Good,1,Good,45,Good,51.2981,37.835
Italy,Penne,45,Good,1,Good,45,Good,1,Good,34,Good,42.45,13.9167
Burundi,Karuzi,45,Good,1,Good,20,Good,0,Good,45,Good,-3.1,30.1667
,Ortona,45,Good,1,Good,45,Good,1,Good,34,Good,42.35,14.4
Japan,Kasaoka,45,Good,1,Good,45,Good,1,Good,33,Good,34.5039,133.51
South Africa,Knysna,45,Good,1,Good,15,Good,1,Good,45,Good,-34.0356,23.0489
Kenya,Kitui,45,Good,1,Good,20,Good,0,Good,45,Good,-1.3667,38.0167
Czechia,Trutnov,45,Good,1,Good,23,Good,2,Good,45,Good,50.5606,15.9131
Thailand,Ko Samui,45,Good,1,Good,24,Good,0,Good,45,Good,9.5,100.0
Italy,Olbia,45,Good,1,Good,29,Good,5,Good,45,Good,40.9167,9.5
Japan,Kamisu,45,Good,1,Good,45,Good,1,Good,40,Good,35.8899,140.6645
,Gingoog,45,Good,1,Good,25,Good,0,Good,45,Good,8.8167,125.1
United States of America,Chicopee,45,Good,1,Good,45,Good,2,Good,31,Good,42.1764,-72.5719
United Kingdom of Great Britain and Northern Ireland,Middlesbrough,45,Good,1,Good,38,Good,0,Good,45,Good,54.5767,-1.2355
Russian Federation,Aleksandrovskoye,45,Good,1,Good,45,Good,0,Good,19,Good,44.7167,43.0
United States of America,Bonita Springs,45,Good,1,Good,24,Good,4,Good,45,Good,26.3558,-81.7859
Mexico,Sabinas,45,Good,1,Good,18,Good,1,Good,45,Good,27.8489,-101.12
Romania,Reghin,45,Good,1,Good,40,Good,0,Good,45,Good,46.7758,24.7083
Brazil,Sarandi,45,Good,1,Good,5,Good,3,Good,45,Good,-27.9439,-52.9228
United Kingdom of Great Britain and Northern Ireland,Louth,45,Good,1,Good,36,Good,1,Good,45,Good,53.3669,-0.0061
United States of America,Pierre,45,Good,1,Good,12,Good,4,Good,45,Good,44.3748,-100.3205
India,Lunglei,45,Good,1,Good,10,Good,1,Good,45,Good,22.88,92.73
Brazil,Forquilhinha,45,Good,1,Good,18,Good,2,Good,45,Good,-28.7469,-49.4719
Italy,Cingoli,45,Good,1,Good,45,Good,2,Good,45,Good,43.3667,13.2167
Japan,Ueda,45,Good,1,Good,45,Good,0,Good,16,Good,36.4019,138.2491
Argentina,Mendoza,45,Good,1,Good,16,Good,4,Good,45,Good,-32.8833,-68.8167
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good,40.6994,-74.3254
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good,36.4949,-86.8711
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good,40.0986,-75.2016
Japan,Takayama,45,Good,1,Good,45,Good,0,Good,24,Good,36.146,137.2522
Italy,Osimo,45,Good,1,Good,45,Good,0,Good,33,Good,43.4833,13.4833
Japan,Watari,45,Good,1,Good,45,Good,0,Good,20,Good,38.0442,140.8676
